year,mm-dd,location,parameter,unit,datatype,value
1985,19-Jul,BON,Stlhd,fish/day,Adult Passage,3703
1985,20-Jul,BON,Stlhd,fish/day,Adult Passage,3063
1985,21-Jul,BON,Stlhd,fish/day,Adult Passage,4135
1985,22-Jul,BON,Stlhd,fish/day,Adult Passage,4087
1985,23-Jul,BON,Stlhd,fish/day,Adult Passage,5827
1985,24-Jul,BON,Stlhd,fish/day,Adult Passage,5486
1985,25-Jul,BON,Stlhd,fish/day,Adult Passage,5157
1985,26-Jul,BON,Stlhd,fish/day,Adult Passage,3427
1985,27-Jul,BON,Stlhd,fish/day,Adult Passage,4623
1985,28-Jul,BON,Stlhd,fish/day,Adult Passage,4932
1985,29-Jul,BON,Stlhd,fish/day,Adult Passage,6525
1985,30-Jul,BON,Stlhd,fish/day,Adult Passage,5776
1985,31-Jul,BON,Stlhd,fish/day,Adult Passage,4410
1985,1-Aug,BON,Stlhd,fish/day,Adult Passage,3087
1985,2-Aug,BON,Stlhd,fish/day,Adult Passage,2509
1985,3-Aug,BON,Stlhd,fish/day,Adult Passage,3459
1985,4-Aug,BON,Stlhd,fish/day,Adult Passage,6929
1985,5-Aug,BON,Stlhd,fish/day,Adult Passage,5999
1985,6-Aug,BON,Stlhd,fish/day,Adult Passage,8499
1985,7-Aug,BON,Stlhd,fish/day,Adult Passage,6351
1985,8-Aug,BON,Stlhd,fish/day,Adult Passage,7723
1985,9-Aug,BON,Stlhd,fish/day,Adult Passage,5779
1985,10-Aug,BON,Stlhd,fish/day,Adult Passage,4407
1985,11-Aug,BON,Stlhd,fish/day,Adult Passage,4186
1985,12-Aug,BON,Stlhd,fish/day,Adult Passage,4258
1985,13-Aug,BON,Stlhd,fish/day,Adult Passage,5956
1985,14-Aug,BON,Stlhd,fish/day,Adult Passage,4299
1985,15-Aug,BON,Stlhd,fish/day,Adult Passage,3620
1985,16-Aug,BON,Stlhd,fish/day,Adult Passage,4029
1985,17-Aug,BON,Stlhd,fish/day,Adult Passage,3829
1985,18-Aug,BON,Stlhd,fish/day,Adult Passage,4670
1985,19-Aug,BON,Stlhd,fish/day,Adult Passage,4139
1985,20-Aug,BON,Stlhd,fish/day,Adult Passage,4098
1985,21-Aug,BON,Stlhd,fish/day,Adult Passage,4381
1985,22-Aug,BON,Stlhd,fish/day,Adult Passage,4827
1985,23-Aug,BON,Stlhd,fish/day,Adult Passage,6691
1985,24-Aug,BON,Stlhd,fish/day,Adult Passage,7492
1985,25-Aug,BON,Stlhd,fish/day,Adult Passage,7284
1985,26-Aug,BON,Stlhd,fish/day,Adult Passage,6387
1985,27-Aug,BON,Stlhd,fish/day,Adult Passage,5461
1985,28-Aug,BON,Stlhd,fish/day,Adult Passage,3913
1985,29-Aug,BON,Stlhd,fish/day,Adult Passage,2958
1985,30-Aug,BON,Stlhd,fish/day,Adult Passage,2639
1985,31-Aug,BON,Stlhd,fish/day,Adult Passage,2596
1985,1-Sep,BON,Stlhd,fish/day,Adult Passage,3361
1985,2-Sep,BON,Stlhd,fish/day,Adult Passage,4330
1985,3-Sep,BON,Stlhd,fish/day,Adult Passage,4206
1985,4-Sep,BON,Stlhd,fish/day,Adult Passage,4931
1985,5-Sep,BON,Stlhd,fish/day,Adult Passage,4887
1985,6-Sep,BON,Stlhd,fish/day,Adult Passage,3722
1985,7-Sep,BON,Stlhd,fish/day,Adult Passage,2581
1985,8-Sep,BON,Stlhd,fish/day,Adult Passage,2522
1985,9-Sep,BON,Stlhd,fish/day,Adult Passage,2392
1985,10-Sep,BON,Stlhd,fish/day,Adult Passage,2849
1985,11-Sep,BON,Stlhd,fish/day,Adult Passage,2934
1985,12-Sep,BON,Stlhd,fish/day,Adult Passage,2939
1985,13-Sep,BON,Stlhd,fish/day,Adult Passage,2902
1985,14-Sep,BON,Stlhd,fish/day,Adult Passage,2973
1985,15-Sep,BON,Stlhd,fish/day,Adult Passage,2839
1985,16-Sep,BON,Stlhd,fish/day,Adult Passage,2392
1985,17-Sep,BON,Stlhd,fish/day,Adult Passage,2197
1985,18-Sep,BON,Stlhd,fish/day,Adult Passage,1348
1985,19-Sep,BON,Stlhd,fish/day,Adult Passage,962
1985,20-Sep,BON,Stlhd,fish/day,Adult Passage,622
1985,21-Sep,BON,Stlhd,fish/day,Adult Passage,537
1985,22-Sep,BON,Stlhd,fish/day,Adult Passage,475
1985,23-Sep,BON,Stlhd,fish/day,Adult Passage,582
1985,24-Sep,BON,Stlhd,fish/day,Adult Passage,513
1985,25-Sep,BON,Stlhd,fish/day,Adult Passage,693
1985,26-Sep,BON,Stlhd,fish/day,Adult Passage,652
1985,27-Sep,BON,Stlhd,fish/day,Adult Passage,753
1985,28-Sep,BON,Stlhd,fish/day,Adult Passage,586
1985,29-Sep,BON,Stlhd,fish/day,Adult Passage,526
1985,30-Sep,BON,Stlhd,fish/day,Adult Passage,369
1985,1-Oct,BON,Stlhd,fish/day,Adult Passage,282
1985,2-Oct,BON,Stlhd,fish/day,Adult Passage,368
1985,3-Oct,BON,Stlhd,fish/day,Adult Passage,373
1985,4-Oct,BON,Stlhd,fish/day,Adult Passage,323
1985,5-Oct,BON,Stlhd,fish/day,Adult Passage,254
1985,6-Oct,BON,Stlhd,fish/day,Adult Passage,249
1985,7-Oct,BON,Stlhd,fish/day,Adult Passage,194
1985,8-Oct,BON,Stlhd,fish/day,Adult Passage,162
1985,9-Oct,BON,Stlhd,fish/day,Adult Passage,155
1985,10-Oct,BON,Stlhd,fish/day,Adult Passage,131
1985,11-Oct,BON,Stlhd,fish/day,Adult Passage,123
1985,12-Oct,BON,Stlhd,fish/day,Adult Passage,91
1985,13-Oct,BON,Stlhd,fish/day,Adult Passage,80
1985,14-Oct,BON,Stlhd,fish/day,Adult Passage,111
1985,15-Oct,BON,Stlhd,fish/day,Adult Passage,55
1985,16-Oct,BON,Stlhd,fish/day,Adult Passage,86
1985,17-Oct,BON,Stlhd,fish/day,Adult Passage,62
1985,18-Oct,BON,Stlhd,fish/day,Adult Passage,55
1985,19-Oct,BON,Stlhd,fish/day,Adult Passage,81
1985,20-Oct,BON,Stlhd,fish/day,Adult Passage,75
1985,21-Oct,BON,Stlhd,fish/day,Adult Passage,88
1985,22-Oct,BON,Stlhd,fish/day,Adult Passage,64
1985,23-Oct,BON,Stlhd,fish/day,Adult Passage,62
1985,24-Oct,BON,Stlhd,fish/day,Adult Passage,72
1985,25-Oct,BON,Stlhd,fish/day,Adult Passage,100
1985,26-Oct,BON,Stlhd,fish/day,Adult Passage,80
1985,27-Oct,BON,Stlhd,fish/day,Adult Passage,75
1985,28-Oct,BON,Stlhd,fish/day,Adult Passage,74
1985,29-Oct,BON,Stlhd,fish/day,Adult Passage,63
1985,30-Oct,BON,Stlhd,fish/day,Adult Passage,55
1985,31-Oct,BON,Stlhd,fish/day,Adult Passage,45
1985,1-Nov,BON,Stlhd,fish/day,Adult Passage,54
1985,2-Nov,BON,Stlhd,fish/day,Adult Passage,37
1985,3-Nov,BON,Stlhd,fish/day,Adult Passage,37
1985,4-Nov,BON,Stlhd,fish/day,Adult Passage,19
1985,5-Nov,BON,Stlhd,fish/day,Adult Passage,30
1985,6-Nov,BON,Stlhd,fish/day,Adult Passage,35
1985,7-Nov,BON,Stlhd,fish/day,Adult Passage,21
1985,8-Nov,BON,Stlhd,fish/day,Adult Passage,14
1985,9-Nov,BON,Stlhd,fish/day,Adult Passage,22
1985,10-Nov,BON,Stlhd,fish/day,Adult Passage,29
1985,11-Nov,BON,Stlhd,fish/day,Adult Passage,21
1985,12-Nov,BON,Stlhd,fish/day,Adult Passage,18
1985,13-Nov,BON,Stlhd,fish/day,Adult Passage,9
1985,14-Nov,BON,Stlhd,fish/day,Adult Passage,22
1985,15-Nov,BON,Stlhd,fish/day,Adult Passage,12
1985,16-Nov,BON,Stlhd,fish/day,Adult Passage,42
1985,17-Nov,BON,Stlhd,fish/day,Adult Passage,22
1985,18-Nov,BON,Stlhd,fish/day,Adult Passage,32
1985,19-Nov,BON,Stlhd,fish/day,Adult Passage,19
1985,20-Nov,BON,Stlhd,fish/day,Adult Passage,14
1985,21-Nov,BON,Stlhd,fish/day,Adult Passage,23
1985,22-Nov,BON,Stlhd,fish/day,Adult Passage,NA
1985,23-Nov,BON,Stlhd,fish/day,Adult Passage,17
1985,24-Nov,BON,Stlhd,fish/day,Adult Passage,14
1985,25-Nov,BON,Stlhd,fish/day,Adult Passage,20
1985,26-Nov,BON,Stlhd,fish/day,Adult Passage,19
1985,27-Nov,BON,Stlhd,fish/day,Adult Passage,28
1985,28-Nov,BON,Stlhd,fish/day,Adult Passage,10
1985,29-Nov,BON,Stlhd,fish/day,Adult Passage,8
1985,30-Nov,BON,Stlhd,fish/day,Adult Passage,-1
1985,1-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,2-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,3-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,4-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,5-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,6-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,7-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,8-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,9-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,10-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,11-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,12-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,13-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,14-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,15-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,16-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,17-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,18-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,19-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,20-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,21-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,22-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,23-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,24-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,25-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,26-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,27-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,28-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,29-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,30-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1985,31-Dec,BON,Stlhd,fish/day,Adult Passage,NA
1984,1-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,2-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,3-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,4-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,5-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,6-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,7-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,8-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,9-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,10-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,11-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,12-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,13-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,14-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,15-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,16-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,17-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,18-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,19-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,20-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,21-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,22-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,23-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,24-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,25-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,26-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,27-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,28-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,29-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,30-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,31-Jan,BON,Stlhd,fish/day,Adult Passage,NA
1984,1-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,2-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,3-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,4-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,5-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,6-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,7-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,8-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,9-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,10-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,11-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,12-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,13-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,14-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,15-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,16-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,17-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,18-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,19-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,20-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,21-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,22-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,23-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,24-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,25-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,26-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,27-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,28-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,29-Feb,BON,Stlhd,fish/day,Adult Passage,NA
1984,1-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,2-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,3-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,4-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,5-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,6-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,7-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,8-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,9-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,10-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,11-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,12-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,13-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,14-Mar,BON,Stlhd,fish/day,Adult Passage,NA
1984,15-Mar,BON,Stlhd,fish/day,Adult Passage,48
1984,16-Mar,BON,Stlhd,fish/day,Adult Passage,62
1984,17-Mar,BON,Stlhd,fish/day,Adult Passage,22
1984,18-Mar,BON,Stlhd,fish/day,Adult Passage,42
1984,19-Mar,BON,Stlhd,fish/day,Adult Passage,51
1984,20-Mar,BON,Stlhd,fish/day,Adult Passage,42
1984,21-Mar,BON,Stlhd,fish/day,Adult Passage,29
1984,22-Mar,BON,Stlhd,fish/day,Adult Passage,16
1984,23-Mar,BON,Stlhd,fish/day,Adult Passage,30
1984,24-Mar,BON,Stlhd,fish/day,Adult Passage,43
1984,25-Mar,BON,Stlhd,fish/day,Adult Passage,29
1984,26-Mar,BON,Stlhd,fish/day,Adult Passage,32
1984,27-Mar,BON,Stlhd,fish/day,Adult Passage,33
1984,28-Mar,BON,Stlhd,fish/day,Adult Passage,35
1984,29-Mar,BON,Stlhd,fish/day,Adult Passage,25
1984,30-Mar,BON,Stlhd,fish/day,Adult Passage,13
1984,31-Mar,BON,Stlhd,fish/day,Adult Passage,30
1984,1-Apr,BON,Stlhd,fish/day,Adult Passage,44
1984,2-Apr,BON,Stlhd,fish/day,Adult Passage,52
1984,3-Apr,BON,Stlhd,fish/day,Adult Passage,56
1984,4-Apr,BON,Stlhd,fish/day,Adult Passage,122
1984,5-Apr,BON,Stlhd,fish/day,Adult Passage,53
1984,6-Apr,BON,Stlhd,fish/day,Adult Passage,86
1984,7-Apr,BON,Stlhd,fish/day,Adult Passage,92
1984,8-Apr,BON,Stlhd,fish/day,Adult Passage,74
1984,9-Apr,BON,Stlhd,fish/day,Adult Passage,55
1984,10-Apr,BON,Stlhd,fish/day,Adult Passage,65
1984,11-Apr,BON,Stlhd,fish/day,Adult Passage,51
1984,12-Apr,BON,Stlhd,fish/day,Adult Passage,78
1984,13-Apr,BON,Stlhd,fish/day,Adult Passage,76
1984,14-Apr,BON,Stlhd,fish/day,Adult Passage,61
1984,15-Apr,BON,Stlhd,fish/day,Adult Passage,91
1984,16-Apr,BON,Stlhd,fish/day,Adult Passage,81
1984,17-Apr,BON,Stlhd,fish/day,Adult Passage,79
1984,18-Apr,BON,Stlhd,fish/day,Adult Passage,74
1984,19-Apr,BON,Stlhd,fish/day,Adult Passage,46
1984,20-Apr,BON,Stlhd,fish/day,Adult Passage,86
1984,21-Apr,BON,Stlhd,fish/day,Adult Passage,52
1984,22-Apr,BON,Stlhd,fish/day,Adult Passage,48
1984,23-Apr,BON,Stlhd,fish/day,Adult Passage,57
1984,24-Apr,BON,Stlhd,fish/day,Adult Passage,54
1984,25-Apr,BON,Stlhd,fish/day,Adult Passage,55
1984,26-Apr,BON,Stlhd,fish/day,Adult Passage,78
1984,27-Apr,BON,Stlhd,fish/day,Adult Passage,78
1984,28-Apr,BON,Stlhd,fish/day,Adult Passage,82
1984,29-Apr,BON,Stlhd,fish/day,Adult Passage,96
1984,30-Apr,BON,Stlhd,fish/day,Adult Passage,84
1984,1-May,BON,Stlhd,fish/day,Adult Passage,79
1984,2-May,BON,Stlhd,fish/day,Adult Passage,154
1984,3-May,BON,Stlhd,fish/day,Adult Passage,99
1984,4-May,BON,Stlhd,fish/day,Adult Passage,119
1984,5-May,BON,Stlhd,fish/day,Adult Passage,124
1984,6-May,BON,Stlhd,fish/day,Adult Passage,125
1984,7-May,BON,Stlhd,fish/day,Adult Passage,117
1984,8-May,BON,Stlhd,fish/day,Adult Passage,76
1984,9-May,BON,Stlhd,fish/day,Adult Passage,101
1984,10-May,BON,Stlhd,fish/day,Adult Passage,77
1984,11-May,BON,Stlhd,fish/day,Adult Passage,112
1984,12-May,BON,Stlhd,fish/day,Adult Passage,137
1984,13-May,BON,Stlhd,fish/day,Adult Passage,130
1984,14-May,BON,Stlhd,fish/day,Adult Passage,108
1984,15-May,BON,Stlhd,fish/day,Adult Passage,115
1984,16-May,BON,Stlhd,fish/day,Adult Passage,78
1984,17-May,BON,Stlhd,fish/day,Adult Passage,143
1984,18-May,BON,Stlhd,fish/day,Adult Passage,137
1984,19-May,BON,Stlhd,fish/day,Adult Passage,122
1984,20-May,BON,Stlhd,fish/day,Adult Passage,119
1984,21-May,BON,Stlhd,fish/day,Adult Passage,119
1984,22-May,BON,Stlhd,fish/day,Adult Passage,131
1984,23-May,BON,Stlhd,fish/day,Adult Passage,160
1984,24-May,BON,Stlhd,fish/day,Adult Passage,236
1984,25-May,BON,Stlhd,fish/day,Adult Passage,184
1984,26-May,BON,Stlhd,fish/day,Adult Passage,168
1984,27-May,BON,Stlhd,fish/day,Adult Passage,196
1984,28-May,BON,Stlhd,fish/day,Adult Passage,166
1984,29-May,BON,Stlhd,fish/day,Adult Passage,209
1984,30-May,BON,Stlhd,fish/day,Adult Passage,198
1984,31-May,BON,Stlhd,fish/day,Adult Passage,217
1984,1-Jun,BON,Stlhd,fish/day,Adult Passage,276
1984,2-Jun,BON,Stlhd,fish/day,Adult Passage,246
1984,3-Jun,BON,Stlhd,fish/day,Adult Passage,256
1984,4-Jun,BON,Stlhd,fish/day,Adult Passage,236
1984,5-Jun,BON,Stlhd,fish/day,Adult Passage,259
1984,6-Jun,BON,Stlhd,fish/day,Adult Passage,284
1984,7-Jun,BON,Stlhd,fish/day,Adult Passage,255
1984,8-Jun,BON,Stlhd,fish/day,Adult Passage,290
1984,9-Jun,BON,Stlhd,fish/day,Adult Passage,301
1984,10-Jun,BON,Stlhd,fish/day,Adult Passage,282
1984,11-Jun,BON,Stlhd,fish/day,Adult Passage,285
1984,12-Jun,BON,Stlhd,fish/day,Adult Passage,381
1984,13-Jun,BON,Stlhd,fish/day,Adult Passage,377
1984,14-Jun,BON,Stlhd,fish/day,Adult Passage,403
1984,15-Jun,BON,Stlhd,fish/day,Adult Passage,409
1984,16-Jun,BON,Stlhd,fish/day,Adult Passage,523
1984,17-Jun,BON,Stlhd,fish/day,Adult Passage,512
1984,18-Jun,BON,Stlhd,fish/day,Adult Passage,590
1984,19-Jun,BON,Stlhd,fish/day,Adult Passage,554
1984,20-Jun,BON,Stlhd,fish/day,Adult Passage,498
1984,21-Jun,BON,Stlhd,fish/day,Adult Passage,661
1984,22-Jun,BON,Stlhd,fish/day,Adult Passage,662
1984,23-Jun,BON,Stlhd,fish/day,Adult Passage,768
1984,24-Jun,BON,Stlhd,fish/day,Adult Passage,949
1984,25-Jun,BON,Stlhd,fish/day,Adult Passage,926
1984,26-Jun,BON,Stlhd,fish/day,Adult Passage,825
1984,27-Jun,BON,Stlhd,fish/day,Adult Passage,717
1984,28-Jun,BON,Stlhd,fish/day,Adult Passage,606
1984,29-Jun,BON,Stlhd,fish/day,Adult Passage,580
1984,30-Jun,BON,Stlhd,fish/day,Adult Passage,543
1984,1-Jul,BON,Stlhd,fish/day,Adult Passage,693
1984,2-Jul,BON,Stlhd,fish/day,Adult Passage,743
1984,3-Jul,BON,Stlhd,fish/day,Adult Passage,1076
1984,4-Jul,BON,Stlhd,fish/day,Adult Passage,1293
1984,5-Jul,BON,Stlhd,fish/day,Adult Passage,1338
1984,6-Jul,BON,Stlhd,fish/day,Adult Passage,2017
1984,7-Jul,BON,Stlhd,fish/day,Adult Passage,2026
1984,8-Jul,BON,Stlhd,fish/day,Adult Passage,1663
1984,9-Jul,BON,Stlhd,fish/day,Adult Passage,2178
1984,10-Jul,BON,Stlhd,fish/day,Adult Passage,3478
1984,11-Jul,BON,Stlhd,fish/day,Adult Passage,3221
1984,12-Jul,BON,Stlhd,fish/day,Adult Passage,2817
1984,13-Jul,BON,Stlhd,fish/day,Adult Passage,2926
1984,14-Jul,BON,Stlhd,fish/day,Adult Passage,3005
1984,15-Jul,BON,Stlhd,fish/day,Adult Passage,3179
1984,16-Jul,BON,Stlhd,fish/day,Adult Passage,3301
1984,17-Jul,BON,Stlhd,fish/day,Adult Passage,3941
1984,18-Jul,BON,Stlhd,fish/day,Adult Passage,3613
1984,19-Jul,BON,Stlhd,fish/day,Adult Passage,3235
1984,20-Jul,BON,Stlhd,fish/day,Adult Passage,3772
1984,21-Jul,BON,Stlhd,fish/day,Adult Passage,3359
1984,22-Jul,BON,Stlhd,fish/day,Adult Passage,3662
1984,23-Jul,BON,Stlhd,fish/day,Adult Passage,3198
1984,24-Jul,BON,Stlhd,fish/day,Adult Passage,3951
1984,25-Jul,BON,Stlhd,fish/day,Adult Passage,4477
1984,26-Jul,BON,Stlhd,fish/day,Adult Passage,4900
1984,27-Jul,BON,Stlhd,fish/day,Adult Passage,3776
1984,28-Jul,BON,Stlhd,fish/day,Adult Passage,4625
1984,29-Jul,BON,Stlhd,fish/day,Adult Passage,3520
1984,30-Jul,BON,Stlhd,fish/day,Adult Passage,2948
1984,31-Jul,BON,Stlhd,fish/day,Adult Passage,4570
1984,1-Aug,BON,Stlhd,fish/day,Adult Passage,5091
1984,2-Aug,BON,Stlhd,fish/day,Adult Passage,4667
1984,3-Aug,BON,Stlhd,fish/day,Adult Passage,6278
1984,4-Aug,BON,Stlhd,fish/day,Adult Passage,3125
1984,5-Aug,BON,Stlhd,fish/day,Adult Passage,4358
1984,6-Aug,BON,Stlhd,fish/day,Adult Passage,2550
1984,7-Aug,BON,Stlhd,fish/day,Adult Passage,3432
1984,8-Aug,BON,Stlhd,fish/day,Adult Passage,3111
1984,9-Aug,BON,Stlhd,fish/day,Adult Passage,3279
1984,10-Aug,BON,Stlhd,fish/day,Adult Passage,3346
1984,11-Aug,BON,Stlhd,fish/day,Adult Passage,3517
1984,12-Aug,BON,Stlhd,fish/day,Adult Passage,3593
1984,13-Aug,BON,Stlhd,fish/day,Adult Passage,2277
1984,14-Aug,BON,Stlhd,fish/day,Adult Passage,2225
1984,15-Aug,BON,Stlhd,fish/day,Adult Passage,2124
1984,16-Aug,BON,Stlhd,fish/day,Adult Passage,2224
1984,17-Aug,BON,Stlhd,fish/day,Adult Passage,2706
1984,18-Aug,BON,Stlhd,fish/day,Adult Passage,3313
1984,19-Aug,BON,Stlhd,fish/day,Adult Passage,3429
1984,20-Aug,BON,Stlhd,fish/day,Adult Passage,2022
1984,21-Aug,BON,Stlhd,fish/day,Adult Passage,2393
1984,22-Aug,BON,Stlhd,fish/day,Adult Passage,1987
1984,23-Aug,BON,Stlhd,fish/day,Adult Passage,1893
1984,24-Aug,BON,Stlhd,fish/day,Adult Passage,1155
1984,25-Aug,BON,Stlhd,fish/day,Adult Passage,1369
1984,26-Aug,BON,Stlhd,fish/day,Adult Passage,811
1984,27-Aug,BON,Stlhd,fish/day,Adult Passage,1165
1984,28-Aug,BON,Stlhd,fish/day,Adult Passage,2439
1984,29-Aug,BON,Stlhd,fish/day,Adult Passage,3326
1984,30-Aug,BON,Stlhd,fish/day,Adult Passage,5090
1984,31-Aug,BON,Stlhd,fish/day,Adult Passage,5571
1984,1-Sep,BON,Stlhd,fish/day,Adult Passage,5553
1984,2-Sep,BON,Stlhd,fish/day,Adult Passage,5456
1984,3-Sep,BON,Stlhd,fish/day,Adult Passage,6422
1984,4-Sep,BON,Stlhd,fish/day,Adult Passage,7606
1984,5-Sep,BON,Stlhd,fish/day,Adult Passage,7888
1984,6-Sep,BON,Stlhd,fish/day,Adult Passage,6209
1984,7-Sep,BON,Stlhd,fish/day,Adult Passage,3709
1984,8-Sep,BON,Stlhd,fish/day,Adult Passage,2430
1984,9-Sep,BON,Stlhd,fish/day,Adult Passage,2331
1984,10-Sep,BON,Stlhd,fish/day,Adult Passage,5193
1984,11-Sep,BON,Stlhd,fish/day,Adult Passage,6247
1984,12-Sep,BON,Stlhd,fish/day,Adult Passage,8331
1984,13-Sep,BON,Stlhd,fish/day,Adult Passage,6841
1984,14-Sep,BON,Stlhd,fish/day,Adult Passage,4061
1984,15-Sep,BON,Stlhd,fish/day,Adult Passage,2408
1984,16-Sep,BON,Stlhd,fish/day,Adult Passage,2191
1984,17-Sep,BON,Stlhd,fish/day,Adult Passage,2797
1984,18-Sep,BON,Stlhd,fish/day,Adult Passage,3190
1984,19-Sep,BON,Stlhd,fish/day,Adult Passage,3161
1984,20-Sep,BON,Stlhd,fish/day,Adult Passage,1888
